customerID,gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,OnlineBackup,DeviceProtection,TechSupport,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,Churn
9885-CSMWE,1,1,1,1,0,No,No,No,No,No,Month-to-month,1,Electronic check,78.45,0
8945-GRKHX,1,0,0,1,0,No,No,No,No,Yes,Month-to-month,1,Electronic check,78.65,0
6372-RFVNS,1,0,1,1,0,No,No,No,No,No,Month-to-month,1,Electronic check,78.8,0
8740-CRYFY,0,0,1,1,0,No,No,No,No,No,Month-to-month,0,Electronic check,78.95,0
5960-WPXQM,0,0,1,1,0,No,No,No,No,No,Month-to-month,0,Electronic check,79.05,0
8580-AECUZ,0,1,1,1,0,No,No,No,No,No,Month-to-month,0,Electronic check,79.1,0
2254-DLXRI,1,0,1,1,0,Yes,Yes,No,No,No,Month-to-month,0,Mailed check,79.15,1
7493-TPUWZ,0,0,1,1,0,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,79.15,0
6567-HOOPW,1,1,1,1,0,No,No,No,No,No,Month-to-month,0,Electronic check,79.2,0
2868-MZAGQ,0,0,1,1,0,No,No,No,No,Yes,Month-to-month,0,Electronic check,79.25,0
5919-TMRGD,1,0,0,1,0,No,No,No,No,No,Month-to-month,0,Electronic check,79.35,0
9507-EXLTT,1,0,1,1,0,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),79.35,0
2514-GINMM,0,0,1,1,0,No,No,No,No,No,Month-to-month,0,Electronic check,79.5,0
1761-AEZZR,0,0,1,1,0,No,No,No,No,No,Month-to-month,0,Electronic check,79.55,0
9019-QVLZD,1,0,1,1,0,No,No,No,No,No,Month-to-month,1,Electronic check,79.55,0
6618-RYATB,1,0,1,1,0,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,79.55,0
7594-RQHXR,1,0,0,1,0,No,No,No,No,Yes,Month-to-month,0,Electronic check,79.6,0
5393-RXQSZ,0,0,1,1,0,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.6,0
8058-INTPH,1,0,1,1,0,No,No,No,No,No,Month-to-month,0,Electronic check,79.65,0
0495-RVCBF,1,0,1,1,0,No,No,No,No,Yes,Month-to-month,0,Electronic check,79.7,0
1285-OKIPP,0,0,1,1,0,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.9,0
9300-RENDD,0,0,1,1,0,No,No,No,No,No,Month-to-month,0,Electronic check,79.95,0
1448-PWKYE,0,0,0,1,0,No,No,No,No,Yes,Month-to-month,1,Electronic check,80,0
8821-XNHVZ,1,0,0,1,0,No,No,No,No,No,Month-to-month,0,Mailed check,80.05,0
6086-ESGRL,1,0,1,1,0,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),80.15,0
0137-OCGAB,1,0,1,1,0,Yes,Yes,No,No,No,Month-to-month,0,Mailed check,80.2,0
5494-HECPR,1,0,1,1,0,No,No,No,No,No,Month-to-month,0,Electronic check,80.25,0
7903-CMPEY,0,1,1,1,0,Yes,No,No,No,No,Month-to-month,0,Electronic check,80.3,0
2867-UIMSS,0,0,1,1,0,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.5,0
7439-DKZTW,0,0,1,1,0,No,No,No,No,No,Month-to-month,0,Electronic check,80.55,1
0318-QUUOB,0,0,1,1,0,No,No,No,No,No,Month-to-month,0,Electronic check,80.55,0
6457-USBER,0,0,1,1,0,No,No,No,No,Yes,Month-to-month,0,Electronic check,80.8,0
5275-SQEIZ,0,0,1,1,0,No,No,No,No,Yes,Month-to-month,0,Mailed check,80.85,0
2018-QKYGT,0,0,0,1,0,No,No,No,No,Yes,Month-to-month,0,Electronic check,81.05,1
4614-NUVZD,1,0,1,1,0,No,No,No,No,Yes,Month-to-month,0,Electronic check,81.1,0
6772-KSATR,0,0,1,1,0,Yes,No,No,No,No,Month-to-month,0,Electronic check,81.7,0
2004-OCQXK,1,0,1,1,0,No,No,No,No,Yes,Month-to-month,0,Electronic check,81.95,0
0742-NXBGR,1,0,1,1,0,No,Yes,Yes,No,No,Month-to-month,0,Electronic check,82.3,0
2792-LSHWX,1,0,1,1,0,No,Yes,No,Yes,No,Month-to-month,0,Mailed check,83.4,1
2013-SGDXK,1,0,1,1,0,No,Yes,No,No,No,Month-to-month,1,Electronic check,84.3,0
7120-RFMVS,0,0,1,1,0,Yes,No,No,No,No,Month-to-month,1,Electronic check,84.5,0
8937-RDTHP,0,0,1,1,0,No,No,No,No,Yes,Month-to-month,0,Mailed check,84.6,0
4912-PIGUY,1,0,1,1,0,Yes,No,No,No,No,Month-to-month,0,Electronic check,84.6,1
7503-ZGUZJ,0,0,1,1,0,Yes,No,No,No,No,Month-to-month,0,Mailed check,84.65,0
6877-TJMBR,0,0,1,1,0,No,No,No,Yes,No,Month-to-month,0,Electronic check,84.8,0
2202-CUYXZ,0,0,1,1,0,No,No,Yes,No,No,Month-to-month,0,Electronic check,84.85,0
9282-IZGQK,1,0,1,1,0,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,85,0
1628-BIZYP,0,0,1,1,0,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,85,1
6230-BSUXY,1,1,1,1,0,No,No,Yes,No,Yes,Month-to-month,0,Electronic check,85,0
1069-XAIEM,1,1,1,1,0,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,85.05,0
9124-LHCJQ,1,0,1,1,0,Yes,No,No,No,Yes,Month-to-month,0,Mailed check,85.45,0
5597-GLBUC,1,0,1,1,0,No,No,Yes,No,No,Month-to-month,0,Electronic check,85.45,0
0235-KGSLC,1,0,1,1,0,No,No,Yes,No,No,Month-to-month,0,Credit card (automatic),85.55,0
5192-EBGOV,1,1,1,1,0,Yes,No,No,No,No,Month-to-month,0,Electronic check,85.7,0
3049-NDXFL,1,0,1,1,0,Yes,No,No,No,Yes,Month-to-month,1,Mailed check,85.8,0
4844-JJWUY,1,1,1,1,0,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,86,0
4826-XTSOH,0,1,1,1,0,Yes,No,No,No,No,Month-to-month,0,Electronic check,86.05,0
8603-IJWDN,0,0,1,1,0,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,86.6,0
3722-WPXTK,0,0,1,1,0,No,No,No,No,Yes,Month-to-month,0,Electronic check,88.35,0
3068-OMWZA,0,1,1,1,0,Yes,No,Yes,No,No,Month-to-month,0,Electronic check,88.8,0
1455-ESIQH,0,0,1,1,0,No,No,No,No,Yes,Month-to-month,0,Electronic check,89.1,0
3801-HMYNL,0,0,0,1,0,No,No,No,No,Yes,Month-to-month,1,Mailed check,89.15,0
7577-SWIFR,0,0,1,1,0,No,No,No,No,Yes,Month-to-month,0,Electronic check,89.25,1
1415-YFWLT,1,1,1,1,0,No,No,No,No,Yes,Month-to-month,0,Electronic check,89.3,0
4273-MBHYA,1,0,0,1,0,No,No,No,No,Yes,Month-to-month,0,Electronic check,89.35,1
0970-ETWGE,0,0,1,1,0,No,No,No,No,Yes,Month-to-month,0,Electronic check,89.55,0
3027-ZTDHO,0,0,1,1,0,No,No,No,No,Yes,Month-to-month,0,Electronic check,89.9,0
1941-HOSAM,0,0,0,1,0,No,No,No,No,Yes,Month-to-month,0,Electronic check,90.1,1
7294-TMAOP,1,0,1,1,0,No,No,No,No,Yes,Month-to-month,1,Electronic check,90.55,0
7274-RTAPZ,0,0,1,1,0,No,No,No,No,Yes,Month-to-month,0,Electronic check,90.55,0
5797-APWZC,1,0,1,1,0,No,No,No,No,Yes,Month-to-month,1,Electronic check,90.6,0
8775-LHDJH,1,1,1,1,0,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,90.6,0
2725-KXXWT,0,0,1,1,0,No,No,No,No,Yes,Month-to-month,0,Electronic check,90.75,0
5167-ZFFMM,0,0,1,1,0,Yes,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),90.85,0
9725-SCPZG,0,0,0,1,0,No,No,No,No,Yes,Month-to-month,0,Electronic check,90.85,0
3988-RQIXO,1,1,1,1,0,No,No,No,No,Yes,Month-to-month,0,Electronic check,91.3,0
3186-BAXNB,1,0,1,1,0,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,91.7,0
6521-YYTYI,0,0,0,1,0,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,93.3,0
9497-QCMMS,0,1,1,1,0,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,93.55,0
8149-RSOUN,1,0,1,1,0,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,93.85,0
9300-AGZNL,0,1,1,1,0,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,94,0
9223-UCPVT,1,0,1,1,0,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,94.4,0
4910-GMJOT,1,0,1,1,0,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,94.6,0
0684-AOSIH,0,0,1,1,0,No,No,No,No,Yes,Month-to-month,0,Electronic check,95,0
5178-LMXOP,0,1,1,1,0,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,95.1,0
0295-PPHDO,0,0,1,1,0,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,95.45,0
6356-ELRKD,1,0,1,1,0,No,No,No,No,Yes,Month-to-month,0,Electronic check,95.6,0
6857-VWJDT,1,0,1,1,0,Yes,No,No,No,Yes,Month-to-month,1,Mailed check,95.65,0
1393-IMKZG,1,0,1,1,0,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,95.85,1
0107-YHINA,0,0,0,1,0,Yes,No,Yes,No,Yes,Month-to-month,0,Electronic check,99.75,0
3178-FESZO,1,0,1,1,0,Yes,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),100.25,0
7216-EWTRS,1,1,1,1,0,Yes,No,Yes,No,Yes,Month-to-month,0,Electronic check,100.8,0
5419-JPRRN,0,0,1,1,0,Yes,No,Yes,No,Yes,Month-to-month,0,Electronic check,101.45,0
7181-BQYBV,1,0,0,1,0,Yes,No,Yes,No,Yes,Month-to-month,0,Electronic check,102.45,0
1051-GEJLJ,1,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,27.55,1
6598-RFFVI,0,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),28.3,0
3845-FXCYS,0,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,31.2,1
0883-EIBTI,1,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,31.55,0
8610-ZIKJJ,1,0,0,2,0,No,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,31.9,1
9700-ZCLOT,0,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,32.7,1
4195-SMMNX,0,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,33.2,0
6942-LBFDP,1,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,33.6,1
0188-GWFLE,0,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,33.7,1
7636-XUHWW,0,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),33.7,1
4697-LUPSU,0,0,0,2,0,No,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,34.75,1
6870-ECSHE,1,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,34.8,1
5562-YJQGT,1,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),35.1,1
7854-EKTJL,1,0,0,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,35.85,0
4464-JCOLN,0,0,0,2,0,No,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,35.9,0
2933-FILNV,1,0,0,2,1,No phone service,No,No,No,No,Month-to-month,0,Mailed check,36.55,0
5067-DGXLL,0,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,36.8,1
9137-NOQKA,0,1,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,37.2,1
4237-CLSMM,0,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,38,1
1796-JANOW,1,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,38.15,1
5857-XRECV,1,0,0,2,0,No,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),38.25,1
1777-JYQPJ,0,0,1,2,1,No phone service,No,No,No,No,Month-to-month,1,Mailed check,38.45,1
2839-RFSQE,1,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,38.7,0
2640-LYMOV,0,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,38.8,1
0871-OPBXW,1,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,39.25,1
3936-QQFLL,0,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,39.3,1
8006-PYCSW,1,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,39.8,1
3007-FDPEA,1,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),39.85,1
1755-RMCXH,0,0,0,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,40.25,1
4986-MXSFP,1,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,40.9,1
2342-CKIAO,1,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,41.2,1
5482-PLVPE,1,1,1,2,1,No phone service,No,No,No,No,Month-to-month,1,Electronic check,41.85,0
8739-QOTTN,1,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,41.85,1
3594-IVHJZ,1,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,42.45,1
5919-VCZYM,0,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,42.7,1
2410-CIYFZ,0,0,0,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,42.9,1
7017-VFULY,1,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),43.15,1
0816-TSPHQ,0,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,44.2,1
0396-HUJBP,1,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,44.4,1
6022-KOUQO,1,0,0,2,1,No phone service,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),44.75,1
9818-XQCUV,1,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,45.3,1
0366-NQSHS,0,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,46.35,1
4236-UJPWO,1,0,1,2,1,No phone service,No,No,No,No,Month-to-month,1,Electronic check,46.4,1
8263-JQAIK,0,1,1,2,1,No phone service,No,No,No,No,Month-to-month,0,Mailed check,47.5,0
5173-ZXXXL,0,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,47.7,1
3156-QLHBO,0,0,0,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,48.35,1
9638-JIQYA,0,0,1,2,1,No phone service,No,No,No,No,Month-to-month,0,Credit card (automatic),49.7,1
9101-NTIXF,0,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,50.6,1
8150-QUDFX,0,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,51.6,1
2303-PJYHN,1,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),52,1
9426-SXNHE,1,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),53.15,1
0746-JTRFU,0,0,1,2,1,No phone service,No,No,No,No,Month-to-month,0,Electronic check,56.35,0
2832-SCUCO,1,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,57.4,1
4030-VPZBD,1,0,1,2,1,No phone service,No,No,Yes,No,Month-to-month,0,Electronic check,59.05,0
2308-STERM,1,0,1,2,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,61.05,1
8713-IGZSO,0,0,1,2,0,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,62,1
0822-GAVAP,1,0,1,2,1,No phone service,No,No,No,Yes,Month-to-month,0,Electronic check,62.25,0
7389-KBFIT,1,0,0,2,1,No phone service,Yes,No,No,No,Month-to-month,0,Mailed check,63.75,1
2485-ITVKB,1,0,1,2,1,No phone service,No,No,No,Yes,Month-to-month,0,Electronic check,68.75,0
7881-EVUAD,1,0,1,2,1,No phone service,Yes,No,No,Yes,Month-to-month,0,Electronic check,72.4,0
3278-FSIXX,1,0,1,2,0,No,No,No,No,No,Month-to-month,0,Mailed check,74.2,1
4432-ADRLB,0,0,1,2,0,No,No,No,No,No,Month-to-month,1,Mailed check,74.9,0
1142-WACZW,0,0,1,2,1,No phone service,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),75.6,0
5673-TIYIB,0,0,1,2,1,No phone service,Yes,Yes,Yes,No,Month-to-month,0,Credit card (automatic),77.15,0
3677-IYRBF,1,1,1,2,1,No phone service,No,Yes,No,No,Month-to-month,0,Electronic check,78.65,0
2842-JTCCU,0,0,1,2,0,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),80.35,0
4959-JOSRX,1,0,1,2,0,No,No,No,No,No,Month-to-month,0,Credit card (automatic),80.55,0
6519-CFDBX,1,0,1,2,0,No,No,No,No,No,Month-to-month,0,Electronic check,80.95,1
1501-SGHBW,0,0,1,2,0,No,No,No,No,No,Month-to-month,1,Mailed check,81,0
2372-HWUHI,0,0,1,2,0,No,No,No,No,No,Month-to-month,1,Electronic check,81.25,0
1728-BQDMA,1,0,1,2,0,No,No,No,No,No,Month-to-month,1,Electronic check,82.7,1
4537-DKTAL,1,0,1,2,0,No,No,No,No,No,Month-to-month,1,Electronic check,84.4,1
7841-TZDMQ,0,0,1,2,0,No,No,No,No,No,Month-to-month,0,Credit card (automatic),84.5,0
3798-EPWRR,1,1,1,2,0,No,No,No,No,No,Month-to-month,1,Electronic check,85.1,1
4208-UFFGW,0,1,1,2,0,No,No,No,No,No,Month-to-month,1,Mailed check,85.15,0
2737-WFVYW,1,0,1,2,1,No phone service,No,No,No,Yes,Month-to-month,0,Electronic check,85.5,0
3620-MWJNE,0,0,1,2,0,No,No,No,Yes,No,Month-to-month,0,Mailed check,87.3,1
5968-VXZLG,0,0,1,2,0,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),87.9,1
0224-RLWWD,1,1,1,2,0,No,No,No,No,No,Month-to-month,0,Electronic check,89.3,1
0322-CHQRU,0,0,1,2,0,No,No,No,No,No,Month-to-month,1,Electronic check,89.5,0
9588-OZDMQ,1,0,1,2,0,No,No,No,No,No,Month-to-month,0,Electronic check,89.75,1
7729-JTEEC,0,0,0,2,0,No,No,No,No,No,Month-to-month,0,Electronic check,90.05,1
8348-HFYIV,0,0,1,2,1,No phone service,No,Yes,No,Yes,Month-to-month,0,Electronic check,90.35,0
0067-DKWBL,0,1,1,2,0,No,No,No,No,No,Month-to-month,0,Electronic check,91.1,0
3097-NNSPB,1,0,1,2,0,No,Yes,No,No,No,Month-to-month,0,Credit card (automatic),91.1,0
7377-DMMRI,0,0,1,2,0,No,No,No,No,No,Month-to-month,0,Electronic check,92.45,0
3754-DXMRT,0,1,1,2,0,No,No,No,No,No,Month-to-month,0,Electronic check,92.65,0
9992-UJOEL,0,0,1,2,0,No,Yes,No,No,No,Month-to-month,0,Mailed check,92.75,1
4816-JBHOV,0,1,1,2,0,No,No,No,No,No,Month-to-month,0,Electronic check,93.7,0
5485-WUYWF,0,1,1,2,0,No,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),94.55,0
4671-LXRDQ,0,0,1,2,0,No,No,No,No,No,Month-to-month,0,Mailed check,96.45,0
2969-QWUBZ,1,0,1,2,1,No phone service,Yes,No,No,Yes,Month-to-month,1,Electronic check,96.8,1
5948-UJZLF,0,0,1,2,0,No,Yes,No,No,No,Month-to-month,1,Mailed check,97,1
7615-ESMYF,1,0,1,2,1,No phone service,No,No,No,Yes,Month-to-month,1,Electronic check,97.1,0
2962-XPMCQ,0,0,1,2,0,No,No,No,No,No,Month-to-month,0,Electronic check,98.5,0
8654-DHAOW,1,0,1,2,0,Yes,Yes,No,No,No,Month-to-month,1,Mailed check,101.65,1
5208-HFSBT,1,0,1,2,0,No,Yes,No,Yes,No,Month-to-month,0,Credit card (automatic),102.75,0
8805-JNRAZ,1,0,1,2,0,No,Yes,No,No,No,Month-to-month,1,Mailed check,103.7,1
7580-UGXNC,1,1,1,2,0,No,Yes,No,No,No,Month-to-month,1,Mailed check,104.2,0
5365-LLFYV,1,0,1,2,0,No,No,No,No,No,Month-to-month,0,Mailed check,105.6,1
7501-VTYLJ,1,0,0,2,0,No,Yes,No,No,No,Month-to-month,1,Mailed check,106.2,1
9734-UYXQI,1,0,1,2,0,Yes,No,No,No,No,Month-to-month,0,Electronic check,106.55,0
4223-WOZCM,0,1,1,2,0,No,No,Yes,No,No,Month-to-month,1,Mailed check,107.1,1
3668-QPYBK,0,0,1,2,0,No,Yes,No,No,No,Month-to-month,0,Mailed check,108.15,0
8903-XEBGX,0,0,0,2,0,No,No,No,No,Yes,Month-to-month,0,Electronic check,108.65,1
6844-DZKRF,0,0,1,2,0,No,No,No,Yes,No,Month-to-month,0,Credit card (automatic),109.25,1
6817-WTYHE,0,0,1,2,0,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),111.05,1
3995-WFCSM,1,0,1,2,0,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,111.4,1
0541-FITGH,1,0,1,2,0,No,No,No,No,Yes,Month-to-month,0,Mailed check,113.1,1
5493-SDRDQ,0,0,1,2,0,No,No,Yes,No,No,Month-to-month,0,Mailed check,113.35,0
8450-JOVAH,0,0,0,2,0,Yes,No,No,No,No,Month-to-month,1,Mailed check,113.55,0
1251-KRREG,0,0,1,2,0,Yes,Yes,No,No,No,Month-to-month,0,Mailed check,114.1,0
6778-YSNIH,1,0,1,2,0,No,Yes,No,No,No,Month-to-month,0,Electronic check,114.15,1
1226-UDFZR,1,0,1,2,0,No,Yes,No,No,No,Month-to-month,0,Mailed check,114.7,0
7579-OOPEC,1,1,1,2,0,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),115.1,0
2260-USTRB,1,1,1,2,0,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),115.95,0
3750-CKVKH,0,0,1,2,0,No,No,No,No,No,Month-to-month,0,Electronic check,116.65,0
9667-TKTVZ,1,0,1,2,0,Yes,No,No,Yes,No,Month-to-month,0,Mailed check,117.05,1
6048-QBXKL,1,1,1,2,0,Yes,Yes,No,No,No,Month-to-month,0,Credit card (automatic),118.25,1
4662-EKDPQ,0,0,1,2,0,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),118.3,0
2181-UAESM,0,0,1,2,0,No,No,Yes,No,No,Month-to-month,1,Electronic check,119.5,1
6993-OHLXR,1,0,1,2,0,No,No,No,No,No,Month-to-month,1,Electronic check,119.75,0
7321-VGNKU,1,0,1,2,0,No,No,No,No,No,Month-to-month,0,Electronic check,120.25,1
6629-LADHQ,1,0,1,2,0,No,No,No,No,No,Month-to-month,1,Mailed check,123.05,1
7394-LWLYN,1,0,1,2,0,No,No,No,No,No,Month-to-month,0,Electronic check,123.8,1
1791-PQHBB,1,0,0,2,0,No,No,No,No,Yes,Month-to-month,0,Credit card (automatic),125.95,1
3717-OEAUQ,0,0,1,2,0,No,No,No,No,No,Month-to-month,1,Mailed check,129.2,1
4854-SSLTN,0,0,0,2,0,No,Yes,No,Yes,No,Two year,1,Mailed check,130.5,1
6221-AVQYL,0,0,1,2,0,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),131.05,0
5276-KQWHG,1,1,1,2,0,No,No,No,No,No,Month-to-month,0,Electronic check,131.65,0
3234-VKACU,0,0,1,2,0,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,132.4,1
3489-HHPFY,1,0,1,2,0,Yes,No,No,No,No,Month-to-month,0,Electronic check,134.05,1
3415-TAILE,1,0,0,2,0,No,No,No,No,Yes,Month-to-month,1,Mailed check,134.35,0
3090-LETTY,0,0,0,2,0,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),134.6,1
5832-XKAES,0,0,1,2,0,No,No,No,No,No,Month-to-month,0,Credit card (automatic),134.7,0
4482-EWFMI,1,0,1,2,0,No,No,No,No,No,Month-to-month,0,Electronic check,135.2,1
0508-OOLTO,1,0,0,2,0,No,No,No,No,No,Month-to-month,0,Electronic check,135.75,1
6856-RAURS,1,0,1,2,0,Yes,No,No,No,No,Month-to-month,0,Mailed check,136.05,1
6923-JHPMP,1,0,1,2,0,No,No,Yes,No,No,Month-to-month,0,Electronic check,137.1,1
3721-CNEYS,1,0,1,2,0,No,No,No,No,No,Month-to-month,0,Electronic check,137.95,0
5804-LEPIM,1,1,1,2,0,No,No,No,No,No,Month-to-month,0,Electronic check,139.05,0
5442-BHQNG,1,0,1,2,0,No,No,No,No,No,Month-to-month,1,Electronic check,139.25,1
0388-EOPEX,1,0,1,2,0,No,No,No,No,No,Month-to-month,0,Electronic check,139.4,0
2880-FPNAE,0,1,1,2,0,No,No,Yes,No,No,Month-to-month,0,Electronic check,140.1,1
5028-GZLDO,0,0,1,2,0,No,No,No,No,No,Month-to-month,1,Credit card (automatic),140.7,0
8835-VSDSE,1,0,1,2,0,No,No,No,No,No,Month-to-month,0,Electronic check,141.45,0
5119-NZPTV,0,1,1,2,0,No,No,No,No,No,Month-to-month,1,Electronic check,141.65,1
4342-HENTK,1,1,1,2,0,No,No,No,No,No,Month-to-month,0,Electronic check,142.35,0
1618-CFHME,1,0,1,2,0,Yes,No,No,No,No,Month-to-month,0,Electronic check,143.35,0
5173-WXOQV,0,0,1,2,0,No,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,143.65,1
7198-GLXTC,0,0,1,2,0,No,No,No,No,No,Month-to-month,1,Electronic check,143.65,0
5600-KTXFM,0,0,0,2,0,No,No,No,No,No,Month-to-month,1,Mailed check,143.9,1
9717-QEBGU,0,0,1,2,0,No,No,No,No,No,Month-to-month,0,Electronic check,144,1
7760-OYPDY,1,0,1,2,0,No,No,No,No,No,Month-to-month,0,Electronic check,144.15,0
6166-ILMNY,1,0,1,2,0,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),144.55,0
9689-PTNPG,0,0,1,2,0,No,No,No,No,No,Month-to-month,0,Electronic check,144.55,0
4770-UEZOX,0,0,1,2,0,No,Yes,No,No,No,Month-to-month,0,Electronic check,144.8,1
7538-GWHML,1,0,1,2,0,No,No,No,No,No,Month-to-month,1,Electronic check,145.15,0
3422-GALYP,0,0,1,2,0,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,145.15,1
2983-ZANRP,1,0,0,2,0,No,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),145.4,0
4529-CKBCL,1,0,1,2,0,No,No,No,No,No,Month-to-month,0,Electronic check,146.05,0
2897-DOVND,0,0,1,2,0,No,No,No,No,No,Month-to-month,0,Electronic check,146.65,1
